rank,age_code,gender_code,product_name,audience_percentage,product_package,total_active_users,active_users,sub_genre
121,>44,all,Farmácia Preço Popular,0.357683271,com.mobfiq.precopopular,17214,6157,Pharmacy & Drugstore
121,between 25 and 44,all,Farmácia Preço Popular,0.539778531,com.mobfiq.precopopular,17214,9292,Pharmacy & Drugstore
121,<25,male,Farmácia Preço Popular,0.042819694,com.mobfiq.precopopular,17214,737,Pharmacy & Drugstore
121,all,all,Farmácia Preço Popular,1,com.mobfiq.precopopular,17214,17214,Pharmacy & Drugstore
121,between 25 and 44,male,Farmácia Preço Popular,0.366621316,com.mobfiq.precopopular,17214,6311,Pharmacy & Drugstore
121,all,female,Farmácia Preço Popular,0.351717442,com.mobfiq.precopopular,17214,6054,Pharmacy & Drugstore
121,<25,all,Farmácia Preço Popular,0.102538221,com.mobfiq.precopopular,17214,1765,Pharmacy & Drugstore
121,<25,female,Farmácia Preço Popular,0.059718527,com.mobfiq.precopopular,17214,1028,Pharmacy & Drugstore
121,all,male,Farmácia Preço Popular,0.648282528,com.mobfiq.precopopular,17214,11160,Pharmacy & Drugstore
121,>44,male,Farmácia Preço Popular,0.238841534,com.mobfiq.precopopular,17214,4111,Pharmacy & Drugstore
121,>44,female,Farmácia Preço Popular,0.118841738,com.mobfiq.precopopular,17214,2046,Pharmacy & Drugstore
122,all,all,Lojas Pompéia – Moda Fashion,1,pompeia.com.br.pompia,44355,44355,E-Commerce (Retailer)
122,all,female,Lojas Pompéia – Moda Fashion,0.616217375,pompeia.com.br.pompia,44355,27332,E-Commerce (Retailer)
122,>44,all,Lojas Pompéia – Moda Fashion,0.146224275,pompeia.com.br.pompia,44355,6486,E-Commerce (Retailer)
122,<25,female,Lojas Pompéia – Moda Fashion,0.028593147,pompeia.com.br.pompia,44355,1268,E-Commerce (Retailer)
122,all,male,Lojas Pompéia – Moda Fashion,0.383782625,pompeia.com.br.pompia,44355,17023,E-Commerce (Retailer)
122,between 25 and 44,male,Lojas Pompéia – Moda Fashion,0.311124772,pompeia.com.br.pompia,44355,13800,E-Commerce (Retailer)
122,<25,male,Lojas Pompéia – Moda Fashion,0.021217758,pompeia.com.br.pompia,44355,941,E-Commerce (Retailer)
122,>44,female,Lojas Pompéia – Moda Fashion,0.094784193,pompeia.com.br.pompia,44355,4204,E-Commerce (Retailer)
122,>44,male,Lojas Pompéia – Moda Fashion,0.051440082,pompeia.com.br.pompia,44355,2282,E-Commerce (Retailer)
122,<25,all,Lojas Pompéia – Moda Fashion,0.049810905,pompeia.com.br.pompia,44355,2209,E-Commerce (Retailer)
122,between 25 and 44,all,Lojas Pompéia – Moda Fashion,0.803964794,pompeia.com.br.pompia,44355,35660,E-Commerce (Retailer)
122,between 25 and 44,female,Lojas Pompéia – Moda Fashion,0.492840052,pompeia.com.br.pompia,44355,21860,E-Commerce (Retailer)
126,all,all,Kanui: Compre Tênis e Roupa de,1,br.com.kanui,125191,125191,E-Commerce (B2C)
126,<25,female,Kanui: Compre Tênis e Roupa de,0.036896471,br.com.kanui,125191,4619,E-Commerce (B2C)
126,>44,all,Kanui: Compre Tênis e Roupa de,0.1679461,br.com.kanui,125191,21025,E-Commerce (B2C)
126,>44,male,Kanui: Compre Tênis e Roupa de,0.12877366,br.com.kanui,125191,16121,E-Commerce (B2C)
126,<25,male,Kanui: Compre Tênis e Roupa de,0.188773021,br.com.kanui,125191,23633,E-Commerce (B2C)
126,<25,all,Kanui: Compre Tênis e Roupa de,0.225669488,br.com.kanui,125191,28252,E-Commerce (B2C)
126,between 25 and 44,female,Kanui: Compre Tênis e Roupa de,0.2075371,br.com.kanui,125191,25982,E-Commerce (B2C)
126,>44,female,Kanui: Compre Tênis e Roupa de,0.039172441,br.com.kanui,125191,4904,E-Commerce (B2C)
126,between 25 and 44,all,Kanui: Compre Tênis e Roupa de,0.606384397,br.com.kanui,125191,75914,E-Commerce (B2C)
126,all,male,Kanui: Compre Tênis e Roupa de,0.716394007,br.com.kanui,125191,89686,E-Commerce (B2C)
126,between 25 and 44,male,Kanui: Compre Tênis e Roupa de,0.398847312,br.com.kanui,125191,49932,E-Commerce (B2C)
126,all,female,Kanui: Compre Tênis e Roupa de,0.283606023,br.com.kanui,125191,35505,E-Commerce (B2C)
127,>44,all,Gazin: Compras Online,0.249132574,com.b2capp,13416,3342,E-Commerce (Retailer)
127,all,female,Gazin: Compras Online,0.277819127,com.b2capp,13416,3727,E-Commerce (Retailer)
127,between 25 and 44,all,Gazin: Compras Online,0.691342175,com.b2capp,13416,9275,E-Commerce (Retailer)
127,all,male,Gazin: Compras Online,0.722180903,com.b2capp,13416,9689,E-Commerce (Retailer)
127,<25,all,Gazin: Compras Online,0.059525277,com.b2capp,13416,799,E-Commerce (Retailer)
127,between 25 and 44,male,Gazin: Compras Online,0.485347778,com.b2capp,13416,6511,E-Commerce (Retailer)
127,<25,male,Gazin: Compras Online,0.049720217,com.b2capp,13416,667,E-Commerce (Retailer)
127,between 25 and 44,female,Gazin: Compras Online,0.205994383,com.b2capp,13416,2764,E-Commerce (Retailer)
127,>44,female,Gazin: Compras Online,0.06201968,com.b2capp,13416,832,E-Commerce (Retailer)
127,>44,male,Gazin: Compras Online,0.187112883,com.b2capp,13416,2510,E-Commerce (Retailer)
127,<25,female,Gazin: Compras Online,0.00980506,com.b2capp,13416,132,E-Commerce (Retailer)
127,all,all,Gazin: Compras Online,1,com.b2capp,13416,13416,E-Commerce (Retailer)
128,>44,female,Facily: Compra Online e Oferta,0.169218749,com.facily,2851132,482465,E-Commerce (C2C)
128,all,all,Facily: Compra Online e Oferta,1,com.facily,2851132,2851132,E-Commerce (C2C)
128,between 25 and 44,all,Facily: Compra Online e Oferta,0.598513722,com.facily,2851132,1706442,E-Commerce (C2C)
128,>44,male,Facily: Compra Online e Oferta,0.136482641,com.facily,2851132,389130,E-Commerce (C2C)
128,<25,all,Facily: Compra Online e Oferta,0.09578488,com.facily,2851132,273095,E-Commerce (C2C)
128,<25,female,Facily: Compra Online e Oferta,0.053160761,com.facily,2851132,151568,E-Commerce (C2C)
128,between 25 and 44,female,Facily: Compra Online e Oferta,0.343994975,com.facily,2851132,980775,E-Commerce (C2C)
128,all,male,Facily: Compra Online e Oferta,0.433625519,com.facily,2851132,1236324,E-Commerce (C2C)
128,<25,male,Facily: Compra Online e Oferta,0.042624116,com.facily,2851132,121527,E-Commerce (C2C)
128,between 25 and 44,male,Facily: Compra Online e Oferta,0.254518747,com.facily,2851132,725667,E-Commerce (C2C)
128,all,female,Facily: Compra Online e Oferta,0.566374481,com.facily,2851132,1614808,E-Commerce (C2C)
128,>44,all,Facily: Compra Online e Oferta,0.305701405,com.facily,2851132,871595,E-Commerce (C2C)
129,>44,female,SEPHORA,0.032530893,latam.sephora.sephorabr,29377,956,E-Commerce (Retailer)
129,>44,male,SEPHORA,0.004549119,latam.sephora.sephorabr,29377,134,E-Commerce (Retailer)
129,all,female,SEPHORA,0.86590308,latam.sephora.sephorabr,29377,25438,E-Commerce (Retailer)
129,<25,female,SEPHORA,0.006827048,latam.sephora.sephorabr,29377,201,E-Commerce (Retailer)
129,between 25 and 44,female,SEPHORA,0.826545119,latam.sephora.sephorabr,29377,24281,E-Commerce (Retailer)
129,>44,all,SEPHORA,0.037080012,latam.sephora.sephorabr,29377,1089,E-Commerce (Retailer)
129,<25,male,SEPHORA,0.003713228,latam.sephora.sephorabr,29377,109,E-Commerce (Retailer)
129,all,all,SEPHORA,1,latam.sephora.sephorabr,29377,29377,E-Commerce (Retailer)
129,between 25 and 44,all,SEPHORA,0.952379704,latam.sephora.sephorabr,29377,27978,E-Commerce (Retailer)
129,between 25 and 44,male,SEPHORA,0.125834599,latam.sephora.sephorabr,29377,3697,E-Commerce (Retailer)
129,all,male,SEPHORA,0.134096935,latam.sephora.sephorabr,29377,3939,E-Commerce (Retailer)
129,<25,all,SEPHORA,0.010540276,latam.sephora.sephorabr,29377,310,E-Commerce (Retailer)
130,<25,male,Shopping List - SoftList,0.0127768,br.com.ridsoftware.shoppinglist,184274,2354,Other Shopping
130,<25,all,Shopping List - SoftList,0.118121579,br.com.ridsoftware.shoppinglist,184274,21767,Other Shopping
130,all,female,Shopping List - SoftList,0.578710914,br.com.ridsoftware.shoppinglist,184274,106641,Other Shopping
130,between 25 and 44,all,Shopping List - SoftList,0.671457827,br.com.ridsoftware.shoppinglist,184274,123732,Other Shopping
130,between 25 and 44,male,Shopping List - SoftList,0.318377435,br.com.ridsoftware.shoppinglist,184274,58669,Other Shopping
130,all,all,Shopping List - SoftList,1,br.com.ridsoftware.shoppinglist,184274,184274,Other Shopping
130,<25,female,Shopping List - SoftList,0.10534478,br.com.ridsoftware.shoppinglist,184274,19412,Other Shopping
130,>44,all,Shopping List - SoftList,0.210420564,br.com.ridsoftware.shoppinglist,184274,38775,Other Shopping
130,>44,female,Shopping List - SoftList,0.12028572,br.com.ridsoftware.shoppinglist,184274,22166,Other Shopping
130,>44,male,Shopping List - SoftList,0.090134852,br.com.ridsoftware.shoppinglist,184274,16610,Other Shopping
130,all,male,Shopping List - SoftList,0.421289057,br.com.ridsoftware.shoppinglist,184274,77633,Other Shopping
130,between 25 and 44,female,Shopping List - SoftList,0.353080422,br.com.ridsoftware.shoppinglist,184274,65064,Other Shopping
131,all,all,Shopping List - Simple & Easy,1,com.icedblueberry.shoppinglisteasy,48657,48657,Other Shopping
131,<25,male,Shopping List - Simple & Easy,0.074158989,com.icedblueberry.shoppinglisteasy,48657,3608,Other Shopping
131,<25,female,Shopping List - Simple & Easy,0.060463648,com.icedblueberry.shoppinglisteasy,48657,2942,Other Shopping
131,all,female,Shopping List - Simple & Easy,0.771755159,com.icedblueberry.shoppinglisteasy,48657,37551,Other Shopping
131,>44,male,Shopping List - Simple & Easy,0.010290838,com.icedblueberry.shoppinglisteasy,48657,501,Other Shopping
131,>44,female,Shopping List - Simple & Easy,0.26451847,com.icedblueberry.shoppinglisteasy,48657,12871,Other Shopping
131,between 25 and 44,female,Shopping List - Simple & Easy,0.446773022,com.icedblueberry.shoppinglisteasy,48657,21739,Other Shopping
131,>44,all,Shopping List - Simple & Easy,0.274809331,com.icedblueberry.shoppinglisteasy,48657,13371,Other Shopping
131,between 25 and 44,all,Shopping List - Simple & Easy,0.590568066,com.icedblueberry.shoppinglisteasy,48657,28735,Other Shopping
131,between 25 and 44,male,Shopping List - Simple & Easy,0.143795028,com.icedblueberry.shoppinglisteasy,48657,6997,Other Shopping
131,<25,all,Shopping List - Simple & Easy,0.134622634,com.icedblueberry.shoppinglisteasy,48657,6550,Other Shopping
131,all,male,Shopping List - Simple & Easy,0.228244856,com.icedblueberry.shoppinglisteasy,48657,11106,Other Shopping
132,all,female,Lojas Colombo,0.062623434,br.com.colombo.app,2097,131,E-Commerce (Retailer)
132,all,all,Lojas Colombo,1,br.com.colombo.app,2097,2097,E-Commerce (Retailer)
132,<25,female,Lojas Colombo,0.013420386,br.com.colombo.app,2097,28,E-Commerce (Retailer)
132,<25,male,Lojas Colombo,0.159027726,br.com.colombo.app,2097,333,E-Commerce (Retailer)
132,all,male,Lojas Colombo,0.937376559,br.com.colombo.app,2097,1966,E-Commerce (Retailer)
132,<25,all,Lojas Colombo,0.172448114,br.com.colombo.app,2097,362,E-Commerce (Retailer)
132,>44,all,Lojas Colombo,0.102803297,br.com.colombo.app,2097,216,E-Commerce (Retailer)
132,between 25 and 44,all,Lojas Colombo,0.724748612,br.com.colombo.app,2097,1520,E-Commerce (Retailer)
132,between 25 and 44,male,Lojas Colombo,0.705339193,br.com.colombo.app,2097,1479,E-Commerce (Retailer)
132,>44,male,Lojas Colombo,0.073009633,br.com.colombo.app,2097,153,E-Commerce (Retailer)
132,>44,female,Lojas Colombo,0.029793661,br.com.colombo.app,2097,62,E-Commerce (Retailer)
132,between 25 and 44,female,Lojas Colombo,0.019409383,br.com.colombo.app,2097,41,E-Commerce (Retailer)
136,all,all,Armazém PB: Compras Online,1,br.com.mobile.armazempb,7402,7402,E-Commerce (B2C)
136,all,male,Armazém PB: Compras Online,0.497986943,br.com.mobile.armazempb,7402,3686,E-Commerce (B2C)
136,between 25 and 44,male,Armazém PB: Compras Online,0.305052012,br.com.mobile.armazempb,7402,2258,E-Commerce (B2C)
136,<25,male,Armazém PB: Compras Online,0.040227089,br.com.mobile.armazempb,7402,298,E-Commerce (B2C)
136,all,female,Armazém PB: Compras Online,0.502013087,br.com.mobile.armazempb,7402,3716,E-Commerce (B2C)
136,between 25 and 44,female,Armazém PB: Compras Online,0.388069391,br.com.mobile.armazempb,7402,2872,E-Commerce (B2C)
136,>44,male,Armazém PB: Compras Online,0.15270783,br.com.mobile.armazempb,7402,1130,E-Commerce (B2C)
136,<25,female,Armazém PB: Compras Online,0.013196225,br.com.mobile.armazempb,7402,98,E-Commerce (B2C)
136,>44,female,Armazém PB: Compras Online,0.100747451,br.com.mobile.armazempb,7402,746,E-Commerce (B2C)
136,>44,all,Armazém PB: Compras Online,0.253455281,br.com.mobile.armazempb,7402,1876,E-Commerce (B2C)
136,<25,all,Armazém PB: Compras Online,0.053423312,br.com.mobile.armazempb,7402,395,E-Commerce (B2C)
136,between 25 and 44,all,Armazém PB: Compras Online,0.693121433,br.com.mobile.armazempb,7402,5130,E-Commerce (B2C)
137,>44,all,ZZ MALL,0.067335531,br.com.arezzoco.marketplacezz,4284,288,E-Commerce (B2C)
137,<25,all,ZZ MALL,0.104305849,br.com.arezzoco.marketplacezz,4284,447,E-Commerce (B2C)
137,between 25 and 44,male,ZZ MALL,0.283079684,br.com.arezzoco.marketplacezz,4284,1213,E-Commerce (B2C)
137,>44,female,ZZ MALL,0.045629933,br.com.arezzoco.marketplacezz,4284,195,E-Commerce (B2C)
137,all,male,ZZ MALL,0.309299171,br.com.arezzoco.marketplacezz,4284,1325,E-Commerce (B2C)
137,<25,female,ZZ MALL,0.099791966,br.com.arezzoco.marketplacezz,4284,428,E-Commerce (B2C)
137,between 25 and 44,female,ZZ MALL,0.545278907,br.com.arezzoco.marketplacezz,4284,2336,E-Commerce (B2C)
137,<25,male,ZZ MALL,0.004513883,br.com.arezzoco.marketplacezz,4284,19,E-Commerce (B2C)
137,all,all,ZZ MALL,1,br.com.arezzoco.marketplacezz,4284,4284,E-Commerce (B2C)
137,>44,male,ZZ MALL,0.021705598,br.com.arezzoco.marketplacezz,4284,93,E-Commerce (B2C)
137,between 25 and 44,all,ZZ MALL,0.828358591,br.com.arezzoco.marketplacezz,4284,3549,E-Commerce (B2C)
137,all,female,ZZ MALL,0.690700829,br.com.arezzoco.marketplacezz,4284,2959,E-Commerce (B2C)
138,>44,female,Compras Paraguai,0.019189091,br.com.mobileasy.comprasparaguai,51281,984,Other Shopping
138,<25,all,Compras Paraguai,0.137060121,br.com.mobileasy.comprasparaguai,51281,7029,Other Shopping
138,<25,female,Compras Paraguai,0.032678984,br.com.mobileasy.comprasparaguai,51281,1676,Other Shopping
138,>44,male,Compras Paraguai,0.096863911,br.com.mobileasy.comprasparaguai,51281,4967,Other Shopping
138,between 25 and 44,female,Compras Paraguai,0.150766209,br.com.mobileasy.comprasparaguai,51281,7731,Other Shopping
138,between 25 and 44,male,Compras Paraguai,0.596120656,br.com.mobileasy.comprasparaguai,51281,30570,Other Shopping
138,>44,all,Compras Paraguai,0.116053,br.com.mobileasy.comprasparaguai,51281,5951,Other Shopping
138,all,female,Compras Paraguai,0.20263429,br.com.mobileasy.comprasparaguai,51281,10391,Other Shopping
138,<25,male,Compras Paraguai,0.104381129,br.com.mobileasy.comprasparaguai,51281,5353,Other Shopping
138,between 25 and 44,all,Compras Paraguai,0.746886909,br.com.mobileasy.comprasparaguai,51281,38301,Other Shopping
138,all,male,Compras Paraguai,0.797365725,br.com.mobileasy.comprasparaguai,51281,40890,Other Shopping
138,all,all,Compras Paraguai,1,br.com.mobileasy.comprasparaguai,51281,51281,Other Shopping
139,<25,all,App Romance,0.072595686,br.com.romancemoda.photobook,7397,537,E-Commerce (C2C)
139,all,female,App Romance,0.720640957,br.com.romancemoda.photobook,7397,5331,E-Commerce (C2C)
139,<25,female,App Romance,0.025532326,br.com.romancemoda.photobook,7397,189,E-Commerce (C2C)
139,between 25 and 44,all,App Romance,0.780125201,br.com.romancemoda.photobook,7397,5771,E-Commerce (C2C)
139,>44,male,App Romance,0.073932074,br.com.romancemoda.photobook,7397,547,E-Commerce (C2C)
139,between 25 and 44,female,App Romance,0.62176156,br.com.romancemoda.photobook,7397,4599,E-Commerce (C2C)
139,>44,all,App Romance,0.147279128,br.com.romancemoda.photobook,7397,1089,E-Commerce (C2C)
139,all,male,App Romance,0.279359043,br.com.romancemoda.photobook,7397,2066,E-Commerce (C2C)
139,between 25 and 44,male,App Romance,0.158363596,br.com.romancemoda.photobook,7397,1171,E-Commerce (C2C)
139,<25,male,App Romance,0.047063362,br.com.romancemoda.photobook,7397,348,E-Commerce (C2C)
139,all,all,App Romance,1,br.com.romancemoda.photobook,7397,7397,E-Commerce (C2C)
139,>44,female,App Romance,0.073347054,br.com.romancemoda.photobook,7397,543,E-Commerce (C2C)
140,between 25 and 44,female,Muni: ¡Ganar dinero extra!,0.15382646,com.muni.android,18225,2803,Other Shopping
140,>44,all,Muni: ¡Ganar dinero extra!,0.153151229,com.muni.android,18225,2791,Other Shopping
140,<25,male,Muni: ¡Ganar dinero extra!,0.015843527,com.muni.android,18225,289,Other Shopping
140,between 25 and 44,male,Muni: ¡Ganar dinero extra!,0.673726022,com.muni.android,18225,12279,Other Shopping
140,all,all,Muni: ¡Ganar dinero extra!,1,com.muni.android,18225,18225,Other Shopping
140,>44,male,Muni: ¡Ganar dinero extra!,0.089044482,com.muni.android,18225,1623,Other Shopping
140,all,female,Muni: ¡Ganar dinero extra!,0.221385941,com.muni.android,18225,4035,Other Shopping
140,all,male,Muni: ¡Ganar dinero extra!,0.778614044,com.muni.android,18225,14190,Other Shopping
140,between 25 and 44,all,Muni: ¡Ganar dinero extra!,0.827552497,com.muni.android,18225,15082,Other Shopping
140,<25,female,Muni: ¡Ganar dinero extra!,0.003452735,com.muni.android,18225,63,Other Shopping
140,>44,female,Muni: ¡Ganar dinero extra!,0.06410674,com.muni.android,18225,1168,Other Shopping
140,<25,all,Muni: ¡Ganar dinero extra!,0.019296262,com.muni.android,18225,352,Other Shopping
141,<25,female,Gira: Atacado de Roupas Online,0.020127224,com.canaldstak,40937,824,Resell
141,all,male,Gira: Atacado de Roupas Online,0.151091233,com.canaldstak,40937,6185,Resell
141,>44,all,Gira: Atacado de Roupas Online,0.052339256,com.canaldstak,40937,2143,Resell
141,all,female,Gira: Atacado de Roupas Online,0.848908782,com.canaldstak,40937,34752,Resell
141,all,all,Gira: Atacado de Roupas Online,1,com.canaldstak,40937,40937,Resell
141,<25,male,Gira: Atacado de Roupas Online,0.014411354,com.canaldstak,40937,590,Resell
141,>44,male,Gira: Atacado de Roupas Online,0.036969461,com.canaldstak,40937,1513,Resell
141,between 25 and 44,all,Gira: Atacado de Roupas Online,0.913122177,com.canaldstak,40937,37380,Resell
141,between 25 and 44,female,Gira: Atacado de Roupas Online,0.813411772,com.canaldstak,40937,33299,Resell
141,<25,all,Gira: Atacado de Roupas Online,0.034538578,com.canaldstak,40937,1414,Resell
141,between 25 and 44,male,Gira: Atacado de Roupas Online,0.099710412,com.canaldstak,40937,4082,Resell
141,>44,female,Gira: Atacado de Roupas Online,0.015369792,com.canaldstak,40937,629,Resell
142,all,male,Multilaser: Loja Online,0.608034968,penseavanti.com.br.app2shop_multilaser,6602,4014,E-Commerce (Retailer)
142,>44,all,Multilaser: Loja Online,0.220272183,penseavanti.com.br.app2shop_multilaser,6602,1454,E-Commerce (Retailer)
142,between 25 and 44,all,Multilaser: Loja Online,0.58989954,penseavanti.com.br.app2shop_multilaser,6602,3895,E-Commerce (Retailer)
142,<25,all,Multilaser: Loja Online,0.189828292,penseavanti.com.br.app2shop_multilaser,6602,1253,E-Commerce (Retailer)
142,<25,male,Multilaser: Loja Online,0.120844528,penseavanti.com.br.app2shop_multilaser,6602,798,E-Commerce (Retailer)
142,all,female,Multilaser: Loja Online,0.391965061,penseavanti.com.br.app2shop_multilaser,6602,2588,E-Commerce (Retailer)
142,<25,female,Multilaser: Loja Online,0.068983756,penseavanti.com.br.app2shop_multilaser,6602,455,E-Commerce (Retailer)
142,>44,male,Multilaser: Loja Online,0.078291506,penseavanti.com.br.app2shop_multilaser,6602,517,E-Commerce (Retailer)
142,all,all,Multilaser: Loja Online,1,penseavanti.com.br.app2shop_multilaser,6602,6602,E-Commerce (Retailer)
142,between 25 and 44,female,Multilaser: Loja Online,0.181000635,penseavanti.com.br.app2shop_multilaser,6602,1195,E-Commerce (Retailer)
142,between 25 and 44,male,Multilaser: Loja Online,0.40889889,penseavanti.com.br.app2shop_multilaser,6602,2700,E-Commerce (Retailer)
142,>44,female,Multilaser: Loja Online,0.141980678,penseavanti.com.br.app2shop_multilaser,6602,937,E-Commerce (Retailer)
143,>44,female,Ri Happy,0.079471268,br.com.rihappy.meusolzinho,15966,1269,E-Commerce (B2C)
143,>44,male,Ri Happy,0.102807775,br.com.rihappy.meusolzinho,15966,1641,E-Commerce (B2C)
143,all,male,Ri Happy,0.562551141,br.com.rihappy.meusolzinho,15966,8982,E-Commerce (B2C)
143,between 25 and 44,all,Ri Happy,0.796721041,br.com.rihappy.meusolzinho,15966,12720,E-Commerce (B2C)
143,>44,all,Ri Happy,0.182279035,br.com.rihappy.meusolzinho,15966,2910,E-Commerce (B2C)
143,<25,male,Ri Happy,0.010751707,br.com.rihappy.meusolzinho,15966,172,E-Commerce (B2C)
143,all,female,Ri Happy,0.437448859,br.com.rihappy.meusolzinho,15966,6984,E-Commerce (B2C)
143,between 25 and 44,female,Ri Happy,0.347729385,br.com.rihappy.meusolzinho,15966,5552,E-Commerce (B2C)
143,<25,female,Ri Happy,0.010248216,br.com.rihappy.meusolzinho,15966,164,E-Commerce (B2C)
143,between 25 and 44,male,Ri Happy,0.448991656,br.com.rihappy.meusolzinho,15966,7169,E-Commerce (B2C)
143,<25,all,Ri Happy,0.020999923,br.com.rihappy.meusolzinho,15966,335,E-Commerce (B2C)
143,all,all,Ri Happy,1,br.com.rihappy.meusolzinho,15966,15966,E-Commerce (B2C)
144,>44,all,VirtusPay Boleto Parcelado,0.095428713,com.virtuspay.virtus_app_tomador,82967,7917,BNPL
144,between 25 and 44,female,VirtusPay Boleto Parcelado,0.219968587,com.virtuspay.virtus_app_tomador,82967,18250,BNPL
144,all,male,VirtusPay Boleto Parcelado,0.731220663,com.virtuspay.virtus_app_tomador,82967,60667,BNPL
144,>44,male,VirtusPay Boleto Parcelado,0.062000688,com.virtuspay.virtus_app_tomador,82967,5144,BNPL
144,all,all,VirtusPay Boleto Parcelado,1,com.virtuspay.virtus_app_tomador,82967,82967,BNPL
144,>44,female,VirtusPay Boleto Parcelado,0.033428021,com.virtuspay.virtus_app_tomador,82967,2773,BNPL
144,between 25 and 44,male,VirtusPay Boleto Parcelado,0.62062037,com.virtuspay.virtus_app_tomador,82967,51491,BNPL
144,<25,female,VirtusPay Boleto Parcelado,0.015382756,com.virtuspay.virtus_app_tomador,82967,1276,BNPL
144,<25,male,VirtusPay Boleto Parcelado,0.048599571,com.virtuspay.virtus_app_tomador,82967,4032,BNPL
144,all,female,VirtusPay Boleto Parcelado,0.268779367,com.virtuspay.virtus_app_tomador,82967,22300,BNPL
144,between 25 and 44,all,VirtusPay Boleto Parcelado,0.840588987,com.virtuspay.virtus_app_tomador,82967,69741,BNPL
144,<25,all,VirtusPay Boleto Parcelado,0.06398233,com.virtuspay.virtus_app_tomador,82967,5308,BNPL
145,<25,male,Mimoo,0.051759977,dev.mimoo.mobile,41470,2146,E-Commerce (Retailer)
145,between 25 and 44,female,Mimoo,0.281835944,dev.mimoo.mobile,41470,11688,E-Commerce (Retailer)
145,between 25 and 44,all,Mimoo,0.48342219,dev.mimoo.mobile,41470,20048,E-Commerce (Retailer)
145,>44,female,Mimoo,0.304859221,dev.mimoo.mobile,41470,12643,E-Commerce (Retailer)
145,>44,male,Mimoo,0.02476139,dev.mimoo.mobile,41470,1027,E-Commerce (Retailer)
145,all,male,Mimoo,0.278107613,dev.mimoo.mobile,41470,11533,E-Commerce (Retailer)
145,<25,female,Mimoo,0.135197222,dev.mimoo.mobile,41470,5607,E-Commerce (Retailer)
145,>44,all,Mimoo,0.32962063,dev.mimoo.mobile,41470,13669,E-Commerce (Retailer)
145,all,female,Mimoo,0.721892417,dev.mimoo.mobile,41470,29937,E-Commerce (Retailer)
145,between 25 and 44,male,Mimoo,0.201586232,dev.mimoo.mobile,41470,8360,E-Commerce (Retailer)
145,all,all,Mimoo,1,dev.mimoo.mobile,41470,41470,E-Commerce (Retailer)
145,<25,all,Mimoo,0.186957195,dev.mimoo.mobile,41470,7753,E-Commerce (Retailer)
147,>44,male,DHgate-online wholesale stores,0.118744664,com.dhgate.buyermob,5635,669,Other Shopping
147,between 25 and 44,male,DHgate-online wholesale stores,0.586447477,com.dhgate.buyermob,5635,3305,Other Shopping
147,>44,all,DHgate-online wholesale stores,0.151205078,com.dhgate.buyermob,5635,852,Other Shopping
147,all,all,DHgate-online wholesale stores,1,com.dhgate.buyermob,5635,5635,Other Shopping
147,all,female,DHgate-online wholesale stores,0.228580222,com.dhgate.buyermob,5635,1288,Other Shopping
147,between 25 and 44,all,DHgate-online wholesale stores,0.740924001,com.dhgate.buyermob,5635,4175,Other Shopping
147,between 25 and 44,female,DHgate-online wholesale stores,0.154476538,com.dhgate.buyermob,5635,870,Other Shopping
147,<25,all,DHgate-online wholesale stores,0.107870929,com.dhgate.buyermob,5635,608,Other Shopping
147,<25,female,DHgate-online wholesale stores,0.041643273,com.dhgate.buyermob,5635,235,Other Shopping
147,>44,female,DHgate-online wholesale stores,0.03246041,com.dhgate.buyermob,5635,183,Other Shopping
147,<25,male,DHgate-online wholesale stores,0.066227652,com.dhgate.buyermob,5635,373,Other Shopping
147,all,male,DHgate-online wholesale stores,0.771419764,com.dhgate.buyermob,5635,4347,Other Shopping
148,between 25 and 44,female,Pelando: promoções e cupons,0.17606698,com.tippingcanoe.pelando,390751,68798,Coupons & Rewards
148,between 25 and 44,all,Pelando: promoções e cupons,0.726439774,com.tippingcanoe.pelando,390751,283857,Coupons & Rewards
148,<25,all,Pelando: promoções e cupons,0.144956216,com.tippingcanoe.pelando,390751,56642,Coupons & Rewards
148,<25,female,Pelando: promoções e cupons,0.018653443,com.tippingcanoe.pelando,390751,7289,Coupons & Rewards
148,<25,male,Pelando: promoções e cupons,0.126302779,com.tippingcanoe.pelando,390751,49353,Coupons & Rewards
148,all,all,Pelando: promoções e cupons,1,com.tippingcanoe.pelando,390751,390751,Coupons & Rewards
148,>44,female,Pelando: promoções e cupons,0.024002826,com.tippingcanoe.pelando,390751,9379,Coupons & Rewards
148,all,female,Pelando: promoções e cupons,0.218723252,com.tippingcanoe.pelando,390751,85466,Coupons & Rewards
148,>44,male,Pelando: promoções e cupons,0.104601197,com.tippingcanoe.pelando,390751,40873,Coupons & Rewards
148,between 25 and 44,male,Pelando: promoções e cupons,0.550372779,com.tippingcanoe.pelando,390751,215059,Coupons & Rewards
148,>44,all,Pelando: promoções e cupons,0.128604025,com.tippingcanoe.pelando,390751,50252,Coupons & Rewards
148,all,male,Pelando: promoções e cupons,0.781276763,com.tippingcanoe.pelando,390751,305285,Coupons & Rewards
149,<25,all,Zee.Now - Pet Shop Delivery,0.090914339,br.com.zeenow.zeenow,46660,4242,E-Commerce (B2C)
149,all,male,Zee.Now - Pet Shop Delivery,0.331017554,br.com.zeenow.zeenow,46660,15445,E-Commerce (B2C)
